"System Time Index","HR Data","HR Data Average","HR Data Standard Deviation"
"1528652647153","75.0","0.0","0.0"
"1528652648053","66.42066","0.0","0.0"
"1528652648986","65.93407","0.0","0.0"
"1528652649845","68.181816","0.0","0.0"
"1528652650751","66.42066","0.0","0.0"
"1528652651721","68.44106","66.42066","0.0"
"1528652652556","65.93407","66.42066","0.0"
"1528652653446","67.16418","66.415794","0.047451977"
"1528652654311","69.49807","66.42328","0.07313535"
"1528652655188","67.41573","66.454025","0.299939"
"1528652656030","71.71315","66.463646","0.09846374"
"1528652656904","67.41573","66.51614","0.51201934"
"1528652657802","68.44106","66.52514","0.10157582"
"1528652658689","68.965515","66.5443","0.18711455"
"1528652659525","70.588234","66.56851","0.23685408"
"1528652661228","70.03891","66.60871","0.39271283"
"1528652662109","66.9145","66.64301","0.33680594"
"1528652662948","73.46939","66.64573","0.042840302"
"1528652663786","70.588234","66.71397","0.6654485"
"1528652664658","71.14625","66.75271","0.38362923"
"1528652665528","67.16418","66.796646","0.43016616"
"1528652666360","73.17073","66.80032","0.055991083"
"1528652667270","65.21739","66.86403","0.62125903"
"1528652668149","68.181816","66.847565","0.17217714"
"1528652668964","73.46939","66.86091","0.13124861"
"1528652669874","66.17647","66.926994","0.6445843"
"1528652670755","67.92453","66.91949","0.0975279"
"1528652671657","67.41573","66.929535","0.0984948"
"1528652672536","67.16418","66.934395","0.048425887"
"1528652674337","66.42066","66.93669","0.022925481"
"1528652675243","65.93407","66.93153","0.050374992"
"1528652676161","65.454544","66.92156","0.097402364"
"1528652677068","67.41573","66.90689","0.14339282"
"1528652677963","68.181816","66.91198","0.05165192"
"1528652679713","67.669174","66.924675","0.123940796"
"1528652680652","68.70229","66.93212","0.07365279"
"1528652681488","67.41573","66.94982","0.17278212"
"1528652682369","66.9145","66.95448","0.048609316"
"1528652683256","67.41573","66.95409","0.006231853"
"1528652684159","66.9145","66.9587","0.04502361"
"1528652685088","65.69343","66.95826","0.0062332773"
"1528652685956","66.9145","66.94561","0.12334621"
"1528652687782","66.666664","66.9453","0.012702261"
"1528652688712","66.9145","66.94251","0.027201775"
"1528652689616","67.41573","66.94223","0.0038551318"
"1528652690441","68.44106","66.94697","0.046176746"
"1528652691314","66.9145","66.96191","0.14577563"
"1528652692223","66.42066","66.96143","0.015293167"
"1528652693130","66.666664","66.956024","0.052757364"
"1528652694031","66.42066","66.95313","0.028707169"
"1528652694943","65.93407","66.94781","0.052005094"
"1528652695854","65.21739","66.93767","0.09899517"
"1528652696765","66.17647","66.92046","0.16805078"
"1528652698645","65.69343","66.913025","0.074474424"
