"System Time Index","EDA Data","EDA Data Average","EDA Data Standard Deviation","EDA Data Derivation","EDA Data Derivation Average","EDA Data Derivation Standard Deviation","EDA Data Second Derviation","EDA Data Second Derivation Average","EDA Data Second Derivation Standard Deviation"
"1529862007010","0.5564524","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862007197","0.55550575","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862007271","0.5564524","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862007326","0.55550575","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862007716","0.5536139","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862008143","0.55266875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862008190","0.55172414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862008460","0.55078","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862008528","0.5498364","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862008600","0.5479506","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862008647","0.5441853","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862008713","0.5404279","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862008777","0.53948987","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862008842","0.5366787","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862008930","0.5357426","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862009065","0.534807","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862009088","0.53387195","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862009244","0.5329374","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862009527","0.53200334","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862009592","0.53387195","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862009724","0.5329374","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862009854","0.53106976","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862009923","0.53200334","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862010246","0.53106976","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862010310","0.53200334","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862011145","0.5329374","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862011253","0.53200334","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862011590","0.53106976","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862011654","0.53200334","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862011783","0.53106976","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862011909","0.53200334","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862012057","0.53106976","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862012059","0.5301367","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862012187","0.53200334","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862012252","0.53106976","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862012848","0.5301367","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862012932","0.53106976","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862013030","0.5301367","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862013393","0.52920413","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862013584","0.52827203","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1529862013673","0.5273405","0.52827203","0.0","0.0","0.52827203","0.0","0.0","0.52827203","0.0"
"1529862013720","0.5254788","0.52827203","0.0","-4.5199877E-7","0.0","0.0","-8.469484E-10","0.0","0.0"
"1529862013785","0.5236191","0.5282441","2.7239224E-4","-2.1308247E-6","-4.519988E-9","4.407834E-8","-1.7836712E-9","-8.469484E-12","8.259332E-11"
"1529862013854","0.5217614","0.5281978","4.518419E-4","-3.7963514E-6","-2.5783034E-8","2.0740136E-7","-2.6563691E-9","-2.62215E-11","1.7331231E-10"
"1529862014131","0.5208333","0.52813345","6.2929356E-4","-5.200962E-6","-6.348872E-8","3.6828544E-7","-3.3200114E-9","-5.2522976E-11","2.570735E-10"
"1529862014275","0.5217614","0.52806044","7.146747E-4","-6.8604504E-6","-1.14863454E-7","5.023516E-7","-4.0270236E-9","-8.519786E-11","3.1967662E-10"
"1529862014343","0.5208333","0.52799743","6.1841455E-4","-7.1534823E-6","-1.8231933E-7","6.597363E-7","-4.058151E-9","-1.2461612E-10","3.8572875E-10"
"1529862014387","0.51990575","0.5279258","7.013672E-4","-7.08358E-6","-2.5203096E-7","6.830126E-7","-3.922208E-9","-1.6395148E-10","3.855278E-10"
"1529862014516","0.5189786","0.52784556","7.852402E-4","-7.3486285E-6","-3.2034646E-7","6.6969596E-7","-4.017893E-9","-2.0153404E-10","3.685225E-10"
"1529862014712","0.518052","0.52775687","8.682511E-4","-7.70928E-6","-3.9062928E-7","6.886531E-7","-4.081696E-9","-2.3969762E-10","3.7398656E-10"
"1529862014863","0.5189786","0.52765983","9.5038384E-4","-7.943616E-6","-4.6381578E-7","7.1702016E-7","-4.016876E-9","-2.781176E-10","3.7652867E-10"
"1529862014929","0.518052","0.52757305","8.5190375E-4","-7.5020293E-6","-5.386138E-7","7.329362E-7","-3.6610481E-9","-3.155052E-10","3.6653802E-10"
"1529862015395","0.51712584","0.52747786","9.3238446E-4","-6.788052E-6","-6.0824794E-7","6.8300733E-7","-3.239604E-9","-3.4896064E-10","3.2830558E-10"
"1529862015462","0.518052","0.5273743","0.0010138106","-6.5190634E-6","-6.70046E-7","6.065046E-7","-2.8731322E-9","-3.7786707E-10","2.837972E-10"
"1529862015530","0.51712584","0.5272811","9.1473875E-4","-5.188535E-6","-7.285362E-7","5.7360415E-7","-2.2584055E-9","-4.0281972E-10","2.449844E-10"
"1529862015658","0.51620024","0.52717954","9.945423E-4","-4.43693E-6","-7.7313615E-7","4.386995E-7","-1.9422837E-9","-4.2137557E-10","1.8260517E-10"
"1529862015854","0.51527506","0.52706975","0.001075296","-4.6948953E-6","-8.0977406E-7","3.599717E-7","-2.0525635E-9","-4.3658466E-10","1.4943688E-10"
"1529862015939","0.51620024","0.5269518","0.0011552171","-5.1710003E-6","-8.486253E-7","3.8057829E-7","-2.2196769E-9","-4.5274445E-10","1.5829513E-10"
"1529862016089","0.51527506","0.52684426","0.0010548207","-5.0617778E-6","-8.91849E-7","4.2322708E-7","-2.1396416E-9","-4.7041376E-10","1.7303456E-10"
"1529862016133","0.51620024","0.5267286","0.001133134","-5.2097103E-6","-9.3354834E-7","4.088426E-7","-2.1247553E-9","-4.87106E-10","1.6369804E-10"
"1529862016326","0.51527506","0.5266233","0.001032945","-4.936353E-6","-9.763099E-7","4.1900523E-7","-1.97418E-9","-5.0348253E-10","1.6053824E-10"
"1529862016517","0.5143504","0.5265098","0.0011114763","-4.9995597E-6","-1.0159104E-6","3.884448E-7","-1.9351785E-9","-5.181895E-10","1.4431623E-10"
"1529862016856","0.51342624","0.5263882","0.0011909676","-5.015287E-6","-1.0557469E-6","3.904176E-7","-1.8100448E-9","-5.323594E-10","1.3893452E-10"
"1529862016922","0.5143504","0.5262586","0.0012696323","-4.990322E-6","-1.0953423E-6","3.8809804E-7","-1.6134529E-9","-5.451362E-10","1.2537045E-10"
"1529862017100","0.51342624","0.5261395","0.0011681889","-4.3021237E-6","-1.1342921E-6","3.81811E-7","-1.187473E-9","-5.558194E-10","1.04932514E-10"
"1529862017125","0.5143504","0.52601236","0.0012452713","-3.8439043E-6","-1.1659704E-6","3.1127342E-7","-8.333146E-10","-5.6213595E-10","6.248542E-11"
"1529862017191","0.51342624","0.5258957","0.0011440528","-3.0868205E-6","-1.1927498E-6","2.6299725E-7","-3.472426E-10","-5.648477E-10","2.7173186E-11"
"1529862017321","0.5125026","0.525771","0.0012213769","-2.4605247E-6","-1.2116905E-6","1.865703E-7","1.1726255E-10","-5.626717E-10","2.1393845E-11"
"1529862017386","0.51342624","0.52563834","0.0012996705","-1.9526274E-6","-1.2241788E-6","1.2320552E-7","4.9644516E-10","-5.5587235E-10","6.634082E-11"
"1529862017451","0.5125026","0.5255162","0.001197978","-1.1901222E-6","-1.2314633E-6","7.2097876E-8","1.0167978E-9","-5.4534915E-10","1.02834866E-10"
"1529862017601","0.5115794","0.5253861","0.0012747134","-7.052706E-7","-1.23105E-6","8.260406E-9","1.3609966E-9","-5.297277E-10","1.5268527E-10"
"1529862017666","0.5125026","0.52524805","0.0013524347","-4.7331625E-7","-1.2257922E-6","5.1279983E-8","1.4693189E-9","-5.1082044E-10","1.8501213E-10"
"1529862017730","0.5115794","0.5251206","0.0012502572","-3.4344572E-7","-1.2182675E-6","7.3559455E-8","1.5207703E-9","-4.9101906E-10","1.9398494E-10"
"1529862017858","0.5125026","0.5249852","0.0013264271","-4.381545E-7","-1.2095193E-6","8.5628045E-8","1.4438422E-9","-4.7090115E-10","1.9714383E-10"
"1529862017924","0.5115794","0.5248604","0.0012244923","-2.2047467E-7","-1.2018056E-6","7.57083E-8","1.4933079E-9","-4.5175372E-10","1.8776115E-10"
"1529862018084","0.5106567","0.5247276","0.0013009215","-4.8725735E-7","-1.1919923E-6","9.599714E-8","1.2937771E-9","-4.323031E-10","1.9060696E-10"
