"System Time Index","BVP Data"
"1529863321354","-33.0"
"1529863321354","-34.0"
"1529863321354","-35.0"
"1529863321355","-36.0"
"1529863321355","-37.0"
"1529863321376","-38.0"
"1529863321377","-39.0"
"1529863321377","-40.0"
"1529863321378","-41.0"
"1529863321378","-42.0"
"1529863321378","-43.0"
"1529863321379","-44.0"
"1529863321399","-45.0"
"1529863321400","-46.0"
"1529863321400","-47.0"
"1529863321421","-48.0"
"1529863321422","-49.0"
"1529863321464","-48.0"
"1529863321486","-47.0"
"1529863321486","-46.0"
"1529863321487","-45.0"
"1529863321487","-44.0"
"1529863321508","-43.0"
"1529863321508","-42.0"
"1529863321509","-41.0"
"1529863321509","-40.0"
"1529863321509","-39.0"
"1529863321509","-38.0"
"1529863321530","-37.0"
"1529863321531","-35.0"
"1529863321551","-34.0"
"1529863321552","-33.0"
"1529863321552","-31.0"
"1529863321552","-30.0"
"1529863321573","-28.0"
"1529863321573","-27.0"
"1529863321574","-25.0"
"1529863321574","-24.0"
"1529863321574","-22.0"
"1529863321574","-21.0"
"1529863321574","-19.0"
"1529863321575","-18.0"
"1529863321595","-16.0"
"1529863321595","-15.0"
"1529863321596","-13.0"
"1529863321617","-12.0"
"1529863321617","-11.0"
"1529863321617","-9.0"
"1529863321617","-8.0"
"1529863321617","-6.0"
"1529863321618","-5.0"
"1529863321618","-4.0"
"1529863321618","-3.0"
"1529863321618","-1.0"
"1529863321619","0.0"
"1529863321619","1.0"
"1529863321619","2.0"
"1529863321640","3.0"
"1529863321640","4.0"
"1529863321640","5.0"
"1529863321640","6.0"
"1529863321640","7.0"
"1529863321640","8.0"
"1529863321641","9.0"
"1529863321641","10.0"
"1529863321673","11.0"
"1529863321737","10.0"
"1529863321738","9.0"
"1529863321738","8.0"
"1529863321739","7.0"
"1529863321760","6.0"
"1529863321781","5.0"
"1529863321803","4.0"
"1529863321845","3.0"
"1529863321866","2.0"
"1529863321931","1.0"
"1529863321953","0.0"
"1529863322038","-1.0"
"1529863322039","-2.0"
"1529863322060","-3.0"
"1529863322081","-4.0"
"1529863322103","-3.0"
"1529863322125","-2.0"
"1529863322146","-1.0"
"1529863322147","0.0"
"1529863322147","1.0"
"1529863322148","2.0"
"1529863322168","3.0"
"1529863322169","4.0"
"1529863322169","5.0"
"1529863322169","6.0"
"1529863322170","7.0"
"1529863322170","8.0"
"1529863322170","9.0"
"1529863322170","10.0"
"1529863322191","11.0"
"1529863322191","12.0"
"1529863322191","13.0"
"1529863322212","14.0"
"1529863322212","15.0"
"1529863322213","16.0"
"1529863322213","17.0"
"1529863322213","18.0"
"1529863322213","19.0"
"1529863322213","20.0"
"1529863322213","21.0"
"1529863322234","22.0"
"1529863322298","23.0"
"1529863322382","24.0"
"1529863322426","23.0"
"1529863322426","22.0"
"1529863322427","21.0"
"1529863322448","20.0"
"1529863322448","19.0"
"1529863322449","18.0"
"1529863322449","17.0"
"1529863322449","16.0"
"1529863322470","15.0"
"1529863322470","14.0"
"1529863322491","13.0"
"1529863322492","12.0"
"1529863322512","11.0"
"1529863322513","10.0"
"1529863322535","9.0"
"1529863322557","8.0"
"1529863322578","7.0"
"1529863322626","6.0"
"1529863322668","5.0"
"1529863322670","4.0"
"1529863322692","3.0"
"1529863322713","2.0"
"1529863322755","3.0"
"1529863322755","4.0"
"1529863322776","5.0"
"1529863322776","6.0"
"1529863322777","7.0"
"1529863322777","8.0"
"1529863322777","9.0"
"1529863322798","10.0"
"1529863322798","11.0"
"1529863322799","12.0"
"1529863322819","13.0"
"1529863322820","14.0"
"1529863322820","15.0"
"1529863322841","16.0"
"1529863322841","17.0"
"1529863322841","18.0"
"1529863322841","19.0"
"1529863322862","20.0"
"1529863322863","21.0"
"1529863322863","22.0"
"1529863322885","23.0"
"1529863322885","24.0"
"1529863322951","23.0"
"1529863322972","22.0"
"1529863322972","21.0"
"1529863322973","20.0"
"1529863322993","19.0"
"1529863322994","18.0"
"1529863322994","17.0"
"1529863322994","16.0"
"1529863323015","15.0"
"1529863323016","14.0"
"1529863323016","13.0"
"1529863323036","12.0"
"1529863323037","11.0"
"1529863323037","10.0"
"1529863323058","9.0"
"1529863323059","8.0"
"1529863323059","7.0"
"1529863323080","6.0"
"1529863323081","5.0"
"1529863323082","4.0"
"1529863323082","3.0"
"1529863323103","2.0"
"1529863323104","1.0"
"1529863323104","0.0"
"1529863323125","-1.0"
"1529863323125","-2.0"
"1529863323125","-3.0"
"1529863323125","-4.0"
"1529863323146","-5.0"
"1529863323146","-6.0"
"1529863323167","-7.0"
"1529863323168","-8.0"
"1529863323189","-9.0"
"1529863323189","-10.0"
"1529863323210","-11.0"
"1529863323211","-12.0"
"1529863323232","-13.0"
"1529863323253","-14.0"
"1529863323274","-15.0"
"1529863323295","-16.0"
"1529863323317","-15.0"
"1529863323339","-16.0"
"1529863323361","-17.0"
"1529863323362","-18.0"
"1529863323403","-17.0"
"1529863323424","-16.0"
"1529863323424","-15.0"
"1529863323425","-14.0"
"1529863323425","-13.0"
"1529863323425","-12.0"
"1529863323425","-11.0"
"1529863323425","-10.0"
"1529863323446","-9.0"
"1529863323446","-8.0"
"1529863323446","-7.0"
"1529863323447","-6.0"
"1529863323447","-5.0"
"1529863323447","-4.0"
"1529863323468","-3.0"
"1529863323468","-2.0"
"1529863323468","-1.0"
"1529863323469","0.0"
"1529863323469","1.0"
"1529863323490","2.0"
"1529863323490","3.0"
"1529863323511","4.0"
"1529863323511","5.0"
"1529863323511","6.0"
"1529863323511","7.0"
"1529863323512","8.0"
"1529863323512","9.0"
"1529863323512","10.0"
"1529863323512","11.0"
"1529863323512","12.0"
"1529863323536","13.0"
"1529863323537","14.0"
"1529863323558","15.0"
"1529863323558","16.0"
"1529863323559","17.0"
"1529863323559","18.0"
"1529863323579","19.0"
"1529863323580","20.0"
"1529863323580","21.0"
"1529863323603","22.0"
"1529863323624","21.0"
"1529863323647","20.0"
"1529863323648","19.0"
"1529863323648","18.0"
"1529863323669","17.0"
"1529863323669","16.0"
"1529863323690","15.0"
"1529863323690","14.0"
"1529863323691","13.0"
"1529863323691","12.0"
"1529863323712","11.0"
"1529863323712","10.0"
"1529863323713","9.0"
"1529863323713","8.0"
"1529863323733","7.0"
"1529863323734","6.0"
"1529863323734","5.0"
"1529863323734","4.0"
"1529863323734","3.0"
"1529863323734","2.0"
"1529863323734","1.0"
"1529863323755","0.0"
"1529863323755","-1.0"
"1529863323756","-2.0"
"1529863323756","-3.0"
"1529863323776","-4.0"
"1529863323776","-5.0"
"1529863323777","-6.0"
"1529863323777","-7.0"
"1529863323777","-8.0"
"1529863323777","-9.0"
"1529863323777","-10.0"
"1529863323777","-11.0"
"1529863323777","-12.0"
"1529863323798","-13.0"
"1529863323798","-14.0"
"1529863323798","-15.0"
"1529863323819","-16.0"
"1529863323819","-17.0"
"1529863323820","-18.0"
"1529863323840","-19.0"
"1529863323841","-20.0"
"1529863323883","-19.0"
"1529863323927","-18.0"
"1529863323927","-17.0"
"1529863323927","-16.0"
"1529863323927","-15.0"
"1529863323928","-14.0"
"1529863323948","-13.0"
"1529863323949","-12.0"
"1529863323949","-11.0"
"1529863323949","-10.0"
"1529863323950","-9.0"
"1529863323970","-8.0"
"1529863323971","-7.0"
"1529863324012","-6.0"
"1529863324013","-5.0"
"1529863324013","-4.0"
"1529863324013","-3.0"
"1529863324034","-2.0"
"1529863324034","-1.0"
"1529863324034","0.0"
"1529863324055","1.0"
"1529863324055","2.0"
"1529863324076","3.0"
"1529863324077","4.0"
"1529863324077","5.0"
"1529863324077","6.0"
"1529863324078","7.0"
"1529863324078","8.0"
"1529863324098","9.0"
"1529863324099","10.0"
"1529863324099","11.0"
"1529863324099","12.0"
"1529863324099","13.0"
"1529863324120","14.0"
"1529863324120","15.0"
"1529863324120","16.0"
"1529863324121","17.0"
"1529863324142","18.0"
"1529863324142","19.0"
"1529863324142","20.0"
"1529863324143","21.0"
"1529863324164","22.0"
"1529863324164","23.0"
"1529863324186","24.0"
"1529863324208","25.0"
"1529863324210","24.0"
"1529863324231","23.0"
"1529863324251","22.0"
"1529863324252","21.0"
"1529863324252","20.0"
"1529863324272","19.0"
"1529863324273","18.0"
"1529863324294","17.0"
"1529863324294","16.0"
"1529863324294","15.0"
"1529863324294","14.0"
"1529863324294","13.0"
"1529863324294","12.0"
"1529863324315","11.0"
"1529863324315","10.0"
"1529863324315","9.0"
"1529863324316","8.0"
"1529863324316","7.0"
"1529863324336","6.0"
"1529863324336","5.0"
"1529863324336","4.0"
"1529863324337","3.0"
"1529863324357","2.0"
"1529863324358","1.0"
"1529863324358","0.0"
"1529863324358","-1.0"
"1529863324358","-2.0"
"1529863324358","-3.0"
"1529863324379","-4.0"
"1529863324380","-5.0"
"1529863324380","-6.0"
"1529863324380","-7.0"
"1529863324401","-8.0"
"1529863324401","-9.0"
"1529863324422","-10.0"
"1529863324423","-11.0"
"1529863324423","-12.0"
"1529863324423","-13.0"
"1529863324424","-14.0"
"1529863324445","-15.0"
"1529863324445","-16.0"
"1529863324445","-17.0"
"1529863324466","-18.0"
"1529863324466","-19.0"
"1529863324487","-20.0"
"1529863324488","-21.0"
"1529863324488","-22.0"
"1529863324509","-23.0"
"1529863324610","-22.0"
"1529863324631","-21.0"
"1529863324631","-20.0"
"1529863324652","-19.0"
"1529863324652","-18.0"
"1529863324653","-17.0"
"1529863324653","-16.0"
"1529863324673","-15.0"
"1529863324674","-14.0"
"1529863324695","-13.0"
"1529863324695","-12.0"
"1529863324695","-11.0"
"1529863324695","-10.0"
"1529863324695","-9.0"
"1529863324716","-8.0"
"1529863324717","-7.0"
"1529863324717","-6.0"
"1529863324717","-5.0"
"1529863324738","-4.0"
"1529863324738","-3.0"
"1529863324738","-1.0"
"1529863324738","0.0"
"1529863324738","1.0"
"1529863324738","2.0"
"1529863324739","3.0"
"1529863324739","4.0"
"1529863324760","5.0"
"1529863324760","7.0"
"1529863324760","8.0"
"1529863324760","9.0"
"1529863324761","10.0"
"1529863324761","11.0"
"1529863324782","12.0"
"1529863324783","14.0"
"1529863324783","15.0"
"1529863324783","16.0"
"1529863324783","17.0"
"1529863324783","18.0"
"1529863324784","19.0"
"1529863324784","20.0"
"1529863324784","21.0"
"1529863324784","22.0"
"1529863324805","23.0"
"1529863324805","24.0"
"1529863324805","25.0"
"1529863324805","26.0"
"1529863324806","27.0"
"1529863324806","28.0"
"1529863324847","29.0"
"1529863324927","30.0"
"1529863324970","31.0"
"1529863324970","30.0"
"1529863324991","29.0"
"1529863324991","28.0"
"1529863325012","27.0"
"1529863325013","26.0"
"1529863325013","25.0"
"1529863325013","24.0"
"1529863325034","23.0"
"1529863325034","22.0"
"1529863325034","21.0"
"1529863325055","20.0"
"1529863325056","19.0"
"1529863325076","18.0"
"1529863325077","17.0"
"1529863325077","16.0"
"1529863325098","15.0"
"1529863325098","14.0"
"1529863325119","13.0"
"1529863325146","12.0"
"1529863325167","11.0"
"1529863325168","10.0"
"1529863325189","9.0"
"1529863325190","8.0"
"1529863325211","7.0"
"1529863325232","6.0"
"1529863325233","5.0"
"1529863325253","4.0"
"1529863325274","3.0"
"1529863325316","4.0"
"1529863325337","5.0"
"1529863325337","6.0"
"1529863325358","7.0"
"1529863325359","8.0"
"1529863325359","9.0"
"1529863325359","10.0"
"1529863325379","11.0"
"1529863325379","12.0"
"1529863325380","13.0"
"1529863325380","14.0"
"1529863325400","15.0"
"1529863325400","16.0"
"1529863325400","17.0"
"1529863325401","18.0"
"1529863325421","19.0"
"1529863325422","20.0"
"1529863325422","21.0"
"1529863325422","22.0"
"1529863325422","23.0"
"1529863325422","24.0"
"1529863325443","25.0"
"1529863325443","26.0"
"1529863325443","27.0"
"1529863325443","28.0"
"1529863325443","29.0"
"1529863325464","30.0"
"1529863325464","31.0"
"1529863325485","32.0"
"1529863325645","33.0"
"1529863325668","32.0"
"1529863325689","31.0"
"1529863325689","30.0"
"1529863325690","29.0"
"1529863325690","28.0"
"1529863325690","27.0"
"1529863325690","26.0"
"1529863325690","25.0"
"1529863325690","24.0"
"1529863325691","23.0"
"1529863325691","22.0"
"1529863325691","21.0"
"1529863325691","20.0"
"1529863325691","19.0"
"1529863325691","18.0"
"1529863325713","17.0"
"1529863325713","16.0"
"1529863325713","15.0"
"1529863325713","14.0"
"1529863325713","13.0"
"1529863325713","12.0"
"1529863325734","11.0"
"1529863325734","10.0"
"1529863325735","9.0"
"1529863325735","8.0"
"1529863325755","7.0"
"1529863325776","6.0"
"1529863325776","5.0"
"1529863325797","4.0"
"1529863325819","3.0"
"1529863325819","2.0"
"1529863325840","1.0"
"1529863325840","0.0"
"1529863325861","-1.0"
"1529863325923","-2.0"
"1529863325924","-3.0"
"1529863325965","-4.0"
"1529863325986","-5.0"
"1529863326008","-4.0"
"1529863326029","-3.0"
"1529863326050","-2.0"
"1529863326050","-1.0"
"1529863326050","0.0"
"1529863326051","1.0"
"1529863326071","2.0"
"1529863326072","3.0"
"1529863326072","4.0"
"1529863326075","5.0"
"1529863326076","6.0"
"1529863326076","7.0"
"1529863326096","8.0"
"1529863326096","9.0"
"1529863326096","10.0"
"1529863326097","11.0"
"1529863326097","12.0"
"1529863326097","13.0"
"1529863326097","14.0"
"1529863326097","15.0"
"1529863326117","16.0"
"1529863326118","17.0"
"1529863326118","18.0"
"1529863326118","19.0"
"1529863326118","20.0"
"1529863326138","21.0"
"1529863326139","22.0"
"1529863326139","23.0"
"1529863326141","24.0"
"1529863326141","25.0"
"1529863326162","26.0"
"1529863326162","27.0"
"1529863326163","28.0"
"1529863326184","29.0"
"1529863326205","28.0"
"1529863326205","27.0"
"1529863326205","26.0"
"1529863326226","25.0"
"1529863326226","24.0"
"1529863326226","23.0"
"1529863326226","22.0"
"1529863326247","21.0"
"1529863326247","20.0"
"1529863326247","19.0"
"1529863326247","18.0"
"1529863326247","17.0"
"1529863326268","16.0"
"1529863326268","15.0"
"1529863326269","14.0"
"1529863326269","13.0"
"1529863326269","12.0"
"1529863326269","11.0"
"1529863326290","10.0"
"1529863326290","9.0"
"1529863326290","8.0"
"1529863326290","7.0"
"1529863326290","6.0"
"1529863326311","5.0"
"1529863326311","4.0"
"1529863326312","3.0"
"1529863326312","2.0"
"1529863326312","1.0"
"1529863326332","0.0"
"1529863326333","-1.0"
"1529863326355","-2.0"
"1529863326355","-3.0"
"1529863326355","-4.0"
"1529863326355","-5.0"
"1529863326376","-6.0"
"1529863326376","-7.0"
"1529863326376","-8.0"
"1529863326397","-9.0"
"1529863326397","-10.0"
"1529863326397","-11.0"
"1529863326397","-12.0"
"1529863326419","-13.0"
"1529863326419","-14.0"
"1529863326420","-15.0"
"1529863326441","-16.0"
"1529863326441","-17.0"
"1529863326462","-18.0"
"1529863326483","-19.0"
"1529863326504","-20.0"
"1529863326567","-21.0"
"1529863326608","-20.0"
"1529863326639","-19.0"
"1529863326660","-18.0"
"1529863326681","-17.0"
"1529863326702","-16.0"
"1529863326702","-15.0"
"1529863326724","-14.0"
"1529863326724","-13.0"
"1529863326724","-12.0"
"1529863326745","-11.0"
"1529863326746","-10.0"
"1529863326746","-9.0"
"1529863326746","-8.0"
"1529863326746","-7.0"
"1529863326746","-6.0"
"1529863326746","-5.0"
"1529863326747","-4.0"
"1529863326747","-3.0"
"1529863326747","-2.0"
"1529863326747","-1.0"
"1529863326768","0.0"
"1529863326768","1.0"
"1529863326768","2.0"
"1529863326769","3.0"
"1529863326769","4.0"
"1529863326789","5.0"
"1529863326789","6.0"
"1529863326790","7.0"
"1529863326790","8.0"
"1529863326790","9.0"
"1529863326790","10.0"
"1529863326810","12.0"
"1529863326811","13.0"
"1529863326811","14.0"
"1529863326832","15.0"
"1529863326832","16.0"
"1529863326832","17.0"
"1529863326832","18.0"
"1529863326832","19.0"
"1529863326832","20.0"
"1529863326832","21.0"
"1529863326833","22.0"
"1529863326833","23.0"
"1529863326853","24.0"
"1529863326853","25.0"
"1529863326854","26.0"
"1529863326854","27.0"
"1529863326854","28.0"
"1529863326854","29.0"
"1529863326854","30.0"
"1529863326875","31.0"
"1529863326875","32.0"
"1529863326875","33.0"
"1529863326897","34.0"
"1529863326962","33.0"
"1529863326962","32.0"
"1529863326962","31.0"
"1529863326983","30.0"
"1529863326983","29.0"
"1529863326983","28.0"
"1529863326983","27.0"
"1529863326984","26.0"
"1529863326984","25.0"
"1529863327004","24.0"
"1529863327005","23.0"
"1529863327005","22.0"
"1529863327005","21.0"
"1529863327026","20.0"
"1529863327026","19.0"
"1529863327026","18.0"
"1529863327047","17.0"
"1529863327047","16.0"
"1529863327047","15.0"
"1529863327047","14.0"
"1529863327068","13.0"
"1529863327068","12.0"
"1529863327089","11.0"
"1529863327089","10.0"
"1529863327090","9.0"
"1529863327110","8.0"
"1529863327111","7.0"
"1529863327111","6.0"
"1529863327132","5.0"
"1529863327132","4.0"
"1529863327132","3.0"
"1529863327153","2.0"
"1529863327153","1.0"
"1529863327174","0.0"
"1529863327216","-1.0"
"1529863327238","-2.0"
"1529863327259","-3.0"
"1529863327280","-4.0"
"1529863327280","-5.0"
"1529863327356","-6.0"
"1529863327358","-7.0"
"1529863327359","-8.0"
"1529863327380","-7.0"
"1529863327403","-6.0"
"1529863327403","-5.0"
"1529863327403","-4.0"
"1529863327403","-3.0"
"1529863327403","-2.0"
"1529863327403","-1.0"
"1529863327404","0.0"
"1529863327424","1.0"
"1529863327424","2.0"
"1529863327424","3.0"
"1529863327427","4.0"
"1529863327427","5.0"
"1529863327427","6.0"
"1529863327427","7.0"
"1529863327448","8.0"
"1529863327449","9.0"
"1529863327449","10.0"
"1529863327449","11.0"
"1529863327449","12.0"
"1529863327449","13.0"
"1529863327449","14.0"
"1529863327470","15.0"
"1529863327470","16.0"
"1529863327470","17.0"
"1529863327470","18.0"
"1529863327470","19.0"
"1529863327470","20.0"
"1529863327491","21.0"
"1529863327491","22.0"
"1529863327492","23.0"
"1529863327492","24.0"
"1529863327513","25.0"
"1529863327513","26.0"
"1529863327513","27.0"
"1529863327541","28.0"
"1529863327562","29.0"
"1529863327606","28.0"
"1529863327628","27.0"
"1529863327628","26.0"
"1529863327628","25.0"
"1529863327628","24.0"
"1529863327657","23.0"
"1529863327658","22.0"
"1529863327658","21.0"
"1529863327658","20.0"
"1529863327658","19.0"
"1529863327658","18.0"
"1529863327658","17.0"
"1529863327658","16.0"
"1529863327679","15.0"
"1529863327679","14.0"
"1529863327679","13.0"
"1529863327700","12.0"
"1529863327701","11.0"
"1529863327702","10.0"
"1529863327702","9.0"
"1529863327702","8.0"
"1529863327703","7.0"
"1529863327724","6.0"
"1529863327745","5.0"
"1529863327745","4.0"
"1529863327745","3.0"
"1529863327766","2.0"
"1529863327767","1.0"
"1529863327767","0.0"
"1529863327788","-1.0"
"1529863327788","-2.0"
"1529863327788","-3.0"
"1529863327809","-4.0"
"1529863327809","-5.0"
"1529863327809","-6.0"
"1529863327830","-7.0"
"1529863327851","-8.0"
"1529863327872","-9.0"
"1529863327914","-10.0"
"1529863327914","-11.0"
"1529863327935","-12.0"
"1529863327978","-13.0"
"1529863327978","-12.0"
"1529863327999","-11.0"
"1529863328021","-10.0"
"1529863328021","-9.0"
"1529863328041","-8.0"
"1529863328042","-7.0"
"1529863328042","-6.0"
"1529863328042","-5.0"
"1529863328042","-4.0"
"1529863328063","-3.0"
"1529863328063","-2.0"
"1529863328063","-1.0"
"1529863328063","0.0"
"1529863328063","1.0"
"1529863328084","2.0"
"1529863328085","3.0"
"1529863328085","4.0"
"1529863328085","5.0"
"1529863328085","6.0"
"1529863328085","7.0"
"1529863328106","8.0"
"1529863328106","9.0"
"1529863328106","10.0"
"1529863328107","11.0"
"1529863328107","12.0"
"1529863328107","13.0"
"1529863328127","14.0"
"1529863328127","15.0"
"1529863328127","16.0"
"1529863328128","17.0"
"1529863328128","18.0"
"1529863328128","19.0"
"1529863328151","20.0"
"1529863328151","21.0"
"1529863328152","22.0"
"1529863328152","23.0"
"1529863328172","24.0"
"1529863328173","25.0"
"1529863328215","24.0"
"1529863328236","23.0"
"1529863328237","22.0"
"1529863328237","21.0"
"1529863328237","20.0"
"1529863328258","19.0"
"1529863328259","18.0"
"1529863328279","17.0"
"1529863328282","16.0"
"1529863328282","15.0"
"1529863328303","14.0"
"1529863328303","13.0"
"1529863328303","12.0"
"1529863328304","11.0"
"1529863328304","10.0"
"1529863328325","9.0"
"1529863328325","8.0"
"1529863328325","7.0"
"1529863328325","6.0"
"1529863328346","5.0"
"1529863328347","4.0"
"1529863328367","3.0"
"1529863328367","2.0"
"1529863328368","1.0"
"1529863328368","0.0"
"1529863328388","-1.0"
"1529863328389","-2.0"
"1529863328410","-3.0"
"1529863328430","-4.0"
"1529863328431","-5.0"
"1529863328519","-4.0"
"1529863328620","-5.0"
"1529863328733","-4.0"
"1529863328734","-3.0"
"1529863328734","-2.0"
"1529863328734","-1.0"
"1529863328734","0.0"
"1529863328735","1.0"
"1529863328735","2.0"
"1529863328735","3.0"
"1529863328735","4.0"
"1529863328735","5.0"
"1529863328735","6.0"
"1529863328735","7.0"
"1529863328735","8.0"
"1529863328735","9.0"
"1529863328735","10.0"
"1529863328756","11.0"
"1529863328756","12.0"
"1529863328756","13.0"
"1529863328756","14.0"
"1529863328756","16.0"
"1529863328756","17.0"
"1529863328777","18.0"
"1529863328777","19.0"
"1529863328777","20.0"
"1529863328777","21.0"
"1529863328777","22.0"
"1529863328777","23.0"
"1529863328798","24.0"
"1529863328798","25.0"
