"System Time Index","HR Data","HR Data Average","HR Data Standard Deviation"
"1527443045728","85.71429","0.0","0.0"
"1527443046845","107.14286","0.0","0.0"
"1527443047537","87.80488","0.0","0.0"
"1527443048424","69.49807","0.0","0.0"
"1527443050264","63.94316","0.0","0.0"
"1527443052225","61.53846","63.94316","0.0"
"1527443053615","43.26923","90.90909","0.0"
"1527443054967","44.444443","90.180534","2.5024655"
"1527443057347","51.209103","89.51825","2.0477133"
"1527443058793","81.818184","88.82822","3.0164933"
"1527443061542","86.85163","88.547226","2.0579236"
"1527443062253","87.37864","88.53027","0.26399237"
"1527443063393","56.074768","88.22181","2.895864"
"1527443064589","47.36842","87.90034","3.148285"
"1527443065664","59.800663","86.990295","2.6685567"
"1527443066514","63.60424","86.7184","2.664893"
"1527443067865","44.444443","85.99871","3.2445657"
"1527443071561","48.824593","84.87505","3.4664817"
"1527443072869","45.454544","84.09016","2.2197144"
"1527443074000","53.097343","83.703804","3.7742288"
"1527443074873","68.70229","83.397736","3.0084708"
"1527443075719","72.289154","82.9799","2.6456947"
"1527443076550","70.588234","82.53606","3.2874246"
"1527443077427","75.313805","82.28472","1.29155"
"1527443078203","72.0","82.21501","0.6919552"
"1527443079067","69.23077","82.11286","0.99855524"
"1527443079938","67.92453","81.71719","2.605288"
"1527443080815","69.49807","81.57927","1.3700424"
"1527443081701","66.17647","81.168655","2.8286119"
"1527443082586","68.70229","81.01873","1.4891303"
"1527443084470","65.454544","80.58941","2.9881086"
"1527443085463","61.22449","80.12615","3.0453784"
"1527443086384","66.17647","79.93713","1.8682536"
"1527443087280","62.93706","79.69652","1.0136807"
"1527443088215","63.82979","79.36744","1.5832856"
"1527443089157","63.157894","79.019936","1.8797189"
"1527443090083","64.7482","78.629974","2.2613494"
"1527443091094","61.643837","78.33782","1.5015656"
"1527443091980","64.28571","78.01635","1.51581"
"1527443092969","60.81081","77.75959","1.172627"
"1527443093923","63.60424","77.39113","1.9474698"
"1527443094922","60.60606","77.25326","1.3585107"
"1527443095867","63.60424","77.086784","1.6290874"
