"1528653735907","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653736036","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653736250","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653736313","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653736683","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653736768","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653736833","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653736896","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653737312","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653737355","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653737704","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653737843","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653738425","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653738508","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653738971","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653739034","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653739375","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653739439","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653739501","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653739586","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653740063","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653740169","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653740671","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653740778","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653740821","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653740906","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653741247","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653741310","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653741586","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653741734","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653741840","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653741905","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653742358","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653742442","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653742507","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653742572","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653743166","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653743250","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653743294","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653743420","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653743505","6.7131553E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1528653743591","0.0","0.0","0.0","1.3893244E-7","0.0","0.0","6.510382E-11","0.0","0.0"
"1528653743979","6.7131553E-4","0.0","0.0","-4.2310045E-8","1.3893243E-9","1.3548513E-8","-2.5679441E-11","6.510382E-13","6.3488407E-12"
"1528653744022","0.0","6.7131555E-6","6.546583E-5","1.2684986E-7","9.523307E-10","4.4716955E-9","5.1471022E-11","3.877334E-13","2.64504E-12"
"1528653744298","6.7131553E-4","6.646024E-6","6.579234E-6","-2.6896453E-8","2.2113058E-9","1.2285506E-8","-1.5580115E-11","8.9856627E-13","4.988594E-12"
"1528653744364","0.0","1.3292719E-5","6.4821055E-5","4.8920736E-8","1.9202282E-9","3.0930098E-9","1.26800055E-11","7.3377947E-13","1.6826304E-12"
"1528653744975","6.7131553E-4","1.3159792E-5","6.610451E-6","-2.3511172E-8","2.3902333E-9","4.5938537E-9","-1.3689654E-11","8.5324174E-13","1.1770694E-12"
"1528653745102","0.0","1.9741348E-5","6.418591E-5","5.3315404E-8","2.1312192E-9","2.5673066E-9","1.5664438E-11","7.0781277E-13","1.4230808E-12"
"1528653745166","6.7131553E-4","1.9543935E-5","6.701083E-6","-2.9543525E-8","2.643061E-9","4.998014E-9","-1.5383687E-11","8.57379E-13","1.4654769E-12"
