"1530208815216;""1.2885518"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208815271;""1.2871704"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208815325;""1.2857898"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208815412;""1.2830316"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208815470;""1.2802768"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208815523;""1.2775257"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208815672;""1.2734056"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208815724;""1.2720339"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208815814;""1.2706633"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208815865;""1.2665565"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208815921;""1.2651893"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208815995;""1.263823"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208816068;""1.2610931"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208816190;""1.2597295"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208816337;""1.2610931"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208816391;""1.2624577"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208816462;""1.2610931"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208816535;""1.257005"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530208816605;""1.2542838"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
