"1530209828181;""1.0659366"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209828245;""1.0671779"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209828308;""1.0659366"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209828699;""1.0684199"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209828763;""1.0721508"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209828847;""1.073396"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209828910;""1.0746418"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209828976;""1.077136"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209829040;""1.0796332"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209829103;""1.0821335"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209829183;""1.0846369"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209829261;""1.0871435"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209829304;""1.0896531"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209829368;""1.0959408"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209829452;""1.0972006"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209829494;""1.0984613"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209829578;""1.100985"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209829642;""1.102248"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209829704;""1.1035118"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209829770;""1.1060418"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209829834;""1.1047764"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
"1530209830025;""1.1035118"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"";""0.0"""
